post_url,writer_id,main_text,tag
https://www.instagram.com/p/CWDPt-elKE5/,foofilll,"새우 쿠션을 품고 있는 버거다. 패티가 어찌나 두툼한지 존재감이 엄청나다.

성수동 서울숲 #제스티살룬

등장부터 근엄하다. 부드러운 번 사이로 두둑하게 채워져 나오는 햄버거다. 두께가 어마어마한 새우 패티가 들어 있다. 여태 먹은 새우 패티 중 가장 퀄리티가 높다. 한입 먹으면 새우 살이 팡팡 터지는게 느껴진다.

야채가 가득이라 느끼함이 없었고 알싸한 맛의 와사비 소스가 제대로 취향 저격이다. 새우랑 정말 잘 어울린다. 와사비양은 조절 가능해서 취향에 맞게 먹으면 된다. 중간중간 양파 피클과 함께 먹어주면 좋다.

이영자님도 인정한 맛집인 만큼 웨이팅 지옥이다. 미리 웨이팅 걸어 놓고 주변에서 놀다가 가면 딱 좋다.

🥄서울 성동구 서울숲2길 19
🥄11:30~21:00
🥄와사비 쉬림프 버거 10,300

#푸필_성수","['제스티살룬', '푸필', '새우버거', '햄버거맛집', '버거샵', '성수동맛집', '성수맛집', '성수동핫플레이스', '서울숲맛집', '서울숲피크닉', '서울숲카페', '성수동카페', '버거맛집', '이영자맛집', '건대맛집', '건대입구맛집', 'zestysaloon', '먹팔맞팔', '먹팔로우', '먹팔소통', '먹팔하면맞팔']"
https://www.instagram.com/p/CbPY_5LrYgz/,review_jmt,"성수에서 핫한 새우버거 맛집 제스티살룬🔥
#제스티살룬 #성수맛집

인스타그램에서 핫하고 핫한 새우버거 맛집 드디어 다녀왔습니다✔️
사실 평소에 새우버거를 찾아먹지는 않는데
제스티살룬 쉬림프버거는 살이 정말 통실통실해서 1차 놀람🥺
그리고 와사비랑 잘 어울리는 새우패티에 2차 놀람,,,
와사비 싫어하시는 분들께는 와사비향이
강할 수도 있겠다고 생각했네요!(전 좋아해서 극호😎)

제스티 갈릭도 맛있는 불고기패티 (수제st) 였어요!😋
하지만 다른 가게보다 더 특색있다는 느낌은 없었던,,?!ㅎㅎ

웨이팅이 어마어마하다고 해서 오픈 전에 달려가서
웨이팅리스트에 이름 올려뒀었답니다〰️
방문하신다면 와사비 쉬림프 버거 주문을 강추드려요(๑>◡<๑)

ღ 와사비 쉬림프 버거 10.8
ღ 제스티 갈릭 single 9.8
ღ 갈릭치즈 프라이 5.3","['제스티살룬', '성수맛집', '성수', '성수동맛집', '성수데이트', '서울데이트', '서울데이트코스', '서울맛집', '서울맛집추천', '햄버거', '수제버거', '새우버거', '맛집스타그램', '먹스타그램', '먹스타맞팔', '먹팔', '먹스타그램맞팔', '먹팔', '먹팔하면맞팔', '먹팔맞팔', 'koreanfood', 'foodie', 'foodpics', 'shrimp', 'shrimpburger']"
https://www.instagram.com/p/CYN3Jral_Z8/,parking._.available,"성수동 수제버거 맛집 제스티살룬 🍔

줄서서먹는 성수동 수제버거 맛집
제스티살룬 zesty saloon ❣️

두툼한 새우 패티와 와사비 소스가 들어있어서
너무 맛있는 와사비쉬림프버거와

육즙이 제대로 느껴지는
제스티 갈릭버거를 즐겨볼 수 있어요 💕

버거를 한 입먹어보면 도대체 왜
웨이팅하는지 이유를 잘 알겠더라고요 ✨

여러분들도 성수동 제스티살룬 방문해서
한입에 꽉 차는 버거 드셔보세요 ❤️

📍서울 성동구 서울숲2길 19
⌚️매일 11:30 ~ 21:00 / 월요일 휴무
🚘성동구민종합체육센터 부설주차장 이용 / 걸어서 6분거리 / 5분에 300원","['제스티살룬', '성수수제버거', '버거맛집', '제스티살룬성수', '새우버거맛집', '갈릭버거', '성수맛집추천', '수제버거맛집', '서울숲맛집추천', '성수동핫플', '이영자버거', '버거맛집추천', '제스티살룬새우버거', 'zestysaloon']"
https://www.instagram.com/p/CYx3_G8r_s6/,do_ob.zzang,"웨이팅 기계가 있어서
정말 다행이였다
줄서긴 좀………","['강남', '이태원', '건대', '광주', '제스티살룬', '서울숲맛집', '성수맛집', '햄버거맛집', '새우버거', '오오티디', 'ootd', '선팔하면맞팔', '맛스타그램', '먹스타그램', '데이트', '소통', '셀피', '데일리', '친목', 'daily', 'selfie', '일상', 'f4f', '맞팔', '선팔', '친스타그램', '좋반', '좋튀', '직장인스타그램', '하루저장']"
https://www.instagram.com/p/CYxyrkNldgP/,foxxod,"#성수 #제스티살룬

이영자 맛집으로 유명한 햄버거 집 다녀왔어요 🍔 저희는 와사비 쉬림프 버거랑 제스티 갈릭 버거 먹었어요. 와사비 양을 조절할 수 있는데, 저는 와사비를 별로 안 좋아해서 와사비 적게가 입맛에 딱 맞았어요. 새우 패티는 정말 두툼했고 새우가 통으로 들어가 있어요. 버거가 없어지는게 아쉬울 정도로 맛있었어요 😢 갈릭 버거는 무난했어요 ! 새우 버거를 안 좋아하는 분들이 주문하면 좋을 것 같아요. 버거는 크링클컷 프라이즈, 양파 피클, 탄산이랑 잘 어울렸고 양이 꽤 많아서 배불렀어요. 다음엔 연남점 방문해야겠어요:)

📍서울 성동구 서울숲2길 19
📍와사비 쉬림프 버거 (10.8), 제스티 갈릭 버거 (9.8), 크링클컷 프라이즈 (3.3), 콜라 (2.5), 웰체스 포도 (2.5)

#먹스타그램 #먹스타 #성수 #성수맛집 #성수역 #성수역맛집 #뚝섬 #뚝섬맛집 #뚝섬역 #뚝섬역맛집 #서울숲 #서울숲맛집 #새우버거 #새우버거맛집 #이영자맛집 #먹스타소통 #먹스타맞팔 #먹팔 #선팔맞팔 #선팔맞팔환영","['성수', '제스티살룬', '먹스타그램', '먹스타', '성수', '성수맛집', '성수역', '성수역맛집', '뚝섬', '뚝섬맛집', '뚝섬역', '뚝섬역맛집', '서울숲', '서울숲맛집', '새우버거', '새우버거맛집', '이영자맛집', '먹스타소통', '먹스타맞팔', '먹팔', '선팔맞팔', '선팔맞팔환영']"
https://www.instagram.com/p/CV4q1cHhbtV/,letters_to_ej,우연히 성수 갔다가 운좋게 웨이팅 없이 바로 제스티버거 성공🍔🍟🥤,"['제스티살룬', '성수동', '서울숲', '서울숲맛집', '수제버거', '치즈버거', '새우버거', '맛집', 'burger', 'ZestySaloon', 'daily', 'ootd']"
https://www.instagram.com/p/CbhiOC5JmTL/,nongsa_kkun,"두툼한 새우버거🥰

넘흐 좋아

#제스티살룬#제스티살룬성수#제스티살룬새우버거#금요일#먹스타그램#저녁식사#맛저#서울숲맛집#서울숲길맛집#성수동맛집#뚝섬맛집#새우버거#버거맛집#수제버거#오오티디","['제스티살룬', '제스티살룬성수', '제스티살룬새우버거', '금요일', '먹스타그램', '저녁식사', '맛저', '서울숲맛집', '서울숲길맛집', '성수동맛집', '뚝섬맛집', '새우버거', '버거맛집', '수제버거', '오오티디', '수제버거맛집', '서울숲수제버거', '나매', '나매인', '나이키매니아', '디매인', '쉬림프버거', 'shrimpburger', 'burger', '맞팔', '좋반', 'ootd']"
https://www.instagram.com/p/CTOrV9whfeM/,nado_odo,정말 최고의 새우버거❤️🍔🦐,[]
https://www.instagram.com/p/CUAR5vHvFmv/,hello_j114,"2시간넘게 웨이팅해서 겨우먹었지만
#제스티살룬 포기할수없숴❤️","['제스티살룬', '성수동맛집', '성수', '성수맛집', '서울숲맛집', '맛집', '맛스타그램', '맛집추천', '맛집스타그램', '먹방', '먹스타그램', '먹스타', '데일리', '수제버거', '수제버거맛집', '일상', '주말', '힐링', '맛나', '이영자맛집']"
https://www.instagram.com/p/CYfpDTQB4vG/,ys.ttol,"난 해장으로 햄버거는 아닌걸루
근데 먹어본 새우버거중엔 젤 맛있🌝","['셀스타그램', '셀카', '일상', '데일리', 'dailylook', 'ootd', 'selfie', 'daily', 'follow']"
https://www.instagram.com/p/CbmmNXLBSw5/,cotton._.412,🍀🦐🍔,"['엑소엘', '엑소엘맞팔', 'exo', 'exol', '성수', '수호', '덕스타그램', '제스티살룬', '좋반', '준면', '성수맛집']"
https://www.instagram.com/p/CZY9nPylmjG/,yummyeori,"#제스티살룬
이영자 햄버거 맛집 !
버거 안에 새우살이 미쳤어요 🤤
감자튀김도 여러가지 종류가 있어서 고를 수 있답니다 🤭 비쥬얼 👍🏻💖
.
.
.
#먹스타그램 #맛집 #서울맛집 #먹팔 #요리 #먹팔해요 #데이트코스 #맛스타그램 #쩝쩝박사 #푸드스타그램 #food #일상 #좋아요반사 #koreanfood #소통 #서울숲 #서울숲맛집 #성수맛집 #햄버거","['제스티살룬', '먹스타그램', '맛집', '서울맛집', '먹팔', '요리', '먹팔해요', '데이트코스', '맛스타그램', '쩝쩝박사', '푸드스타그램', 'food', '일상', '좋아요반사', 'koreanfood', '소통', '서울숲', '서울숲맛집', '성수맛집', '햄버거']"
https://www.instagram.com/p/Cbzdmeehsw-/,sophiarang,"#제스티살룬버거
#와사비쉬림프버거🍔🍤
#갈릭치즈크링클컷
#성수동버거맛집","['제스티살룬버거', '와사비쉬림프버거', '갈릭치즈크링클컷', '성수동버거맛집']"
https://www.instagram.com/p/Cbw5MXwBaVl/,shinnandaa_,,[]
https://www.instagram.com/p/CbwjblMPjUM/,h._.zzng,"#성수동맛집#제스티살룬

성수동 올린김에 또 성수

이영자 맛집이라고 소문나기 전에 추천받았었는데 드디어!!😎✌️
한정 수량이래서 못먹으면 롯데리아 새우버거 먹을 각오로 감

#와사비쉬림프 새우버거 0티어 ㅇㅈㅇㅈ
육즙 미치고 미쳤음 진짜.. 대존맛😇😇
한입먹는 순간 웨이팅 다까먹음
다른건 #제스티갈릭 버거인데 미국맛.. (안가봄)
고칼로리 = 존맛, 제로콜라 = 다이어트

진짜 와사비쉬림프 짱맛있었는데..
먹다보면 느끼해서 맥주를 안마실수가 없음ㅎ

버거먹고 배터지는데 느끼해서 불닭먹고싶은데
너무 배불러서 아무것도 못먹다가 소화될 쯔음에
불닭먹어야하지만 또먹고싶다😋","['성수동맛집', '제스티살룬', '와사비쉬림프', '제스티갈릭', '성수', '성수동맛집', '성수역맛집', '뚝섬역맛집', '제스티살룬', '이영자맛집', '수제버거', '새우버거', 'koreanfood', 'foodie', 'foodpics']"
https://www.instagram.com/p/CbvJSiavp4k/,o_o32da_,코찡 와사비새우버거👍👍,[]
https://www.instagram.com/p/CbvHMmBPiWA/,favoritematsip,🌟제스티살룬,[]
https://www.instagram.com/p/Cbu39dGF59r/,muk_ja.ziny,"#로드투지니🧞‍♂️
🍽#제스티살룬

-#쉬림프와사비버거 (₩10,800) #치즈프라이 (₩4,300)

- 저는 정말 피자 햄버거 치킨중에 햄버거를 제일 좋아하는데요...! 제가 거의 3년동안 먹고 싶어했던 제스티 살룬을 드디어 먹어봤어요 ㅠㅠ 그동안에 웨이팅이 너무 많거나 같이간 지인이 햄버거를 별로 안좋아하는 등... 여러번 실패했었는데 평일그리고저녁시간대에 방문하니깐 대기팀이 10팀, 대기시간은 약 30-40분 걸려서 드디어 먹어볼 수 있게 되었어요

- 기대를 정말 그 어느때보다 많이하고 갔기 때문에 실망할까봐 걱정했지만, 같이간 친구도 진짜 맛있다고 해줬고 저도 맛있게 먹어서 기분 좋은 식사였던 것 같아요..! 일단 제일 인상깊었던 건 빵보다 두꺼운 새우패티.. 진짜 새우가 사과씹히듯이 아삭하게 씹히구.. 또 와사비까지 너무 잘어울리는 조합이어서 맛있고 배부르게 식사했습니다

- 프라이는 베이직보다는 치즈나 갈릭치즈로 주문하셔서 드시는게 맛있을 것 같아요! 베이직으로 먹었으면 뭔가 심심했을? 것 같아요 ><

- 만약에 연남이나 성수방문하셔서 줄이 평소보다 짧다! 하시면 꼭 드셔보시길 추천드립니다! 그럼 햄버거러버는 이만...","['로드투지니', '제스티살룬', '쉬림프와사비버거', '치즈프라이', '먹스타', '먹스타그램', '먹스타맞팔', '좋아요', '좋반', '첫줄반사', '좋반테러', 'lfl', '일상', '소통', 'like', 'good', 'instagood', 'foodstagram', '음식스타그램', '먹팔', '서울숲', '성수동', '성수', '서울숲맛집', '성수맛집', '성수동맛집', '햄버거', '수제버거', '햄버거맛집', 'hamburger']"
https://www.instagram.com/p/CbulB3RFbw1/,sang_silver__,,[]
https://www.instagram.com/p/Cbua9GzP6tA/,,,[]
https://www.instagram.com/p/CbuTdSGpUbB/,hoje0910,"다행히 좋은 결과 듣고 신랑이랑 평일 데이트. 평일엔 역시 줄 길게 서있는 맛집 뽀개기. 이영자버거로 유명한 제스티살룬. 새우패티가 엄청 도톰해 프리미엄 새우버거를 먹는 것 같았고, 전체적으로는 나쁘지 않은 수제버거. (아무리 카톡 웨이팅이라 하지만 주말 2시간 웨이팅은 노노)
.
.
.
#제스티살룬 #성수동맛집 #성수 #성수맛집 #서울숲 #서울숲맛집 #성수데이트 #서울숲데이트 #성수동데이트 #평일데이트 #수제버거 #수제버거맛집 #이영자맛집 #새우버거 #갈릭버거","['제스티살룬', '성수동맛집', '성수', '성수맛집', '서울숲', '서울숲맛집', '성수데이트', '서울숲데이트', '성수동데이트', '평일데이트', '수제버거', '수제버거맛집', '이영자맛집', '새우버거', '갈릭버거']"
