post_url,writer_id,main_text,tag
https://www.instagram.com/p/CQ5k8t_H_gm/,leojmakeup,이거먹으면 살 빠지는거 맞아??🙄,[]
https://www.instagram.com/p/CFV-ELbF1iR/,okjoo__,#먹스타그램🍃,['먹스타그램']
https://www.instagram.com/p/B-BslH_gvuH/,mejiwoo103,냠,[]
https://www.instagram.com/p/COFbjl-BB2u/,maekju_nuna,"18살 여름, 국토대장정에서 만난 혜연언니랑 11년이 지난 지금 성수동에서 오지명 이야기를 나누다니 시간 참 빠르다. 언니 덕분에 맛있는 것도 먹고 좋은 곳도 가고 사진 건졌다 !! ➰🤍🌿","['트와블루', '성수맛집', '성수동브런치', '성수브런치', '성수동맛집', '성수카페', '성수동카페', '서울숲카페', '서울숲브런치', '서울숲맛집', '뚝섬역카페', '뚝섬역브런치', '스트레치엔젤스', '테니스웨어', '테니스룩', '테니스', '테니스패션', '뚝섬한강공원', '뚝섬맛집', '뚝섬카페', '레깅스공구', '다이어트', '건강한삶', '건강한다이어트']"
https://www.instagram.com/p/CD_OeXAl7uG/,wellthyful_som,"마인드풀이팅 , 음식 마저도 마인드풀하게 먹는다고?
⠀
<Mindful Eating> 명상에 관심있는
분들이라면 한번쯤 들어보셨을 거에요.
마인드풀 이팅이 뭘까요?
⠀
마인드풀 이팅의 핵심은
익숙한 것을 색다르게 느끼기에 있어요.
⠀
우리는 늘상 경험하는 것들에 대해서는 “느끼기”를 멈춰요. 무슨말이냐면 내가 쌀밥을 먹을땐 이미 알고있는 것이기 때문에 쌀의 맛 향 느낌 감각 이런것들을 생각하지 않고그냥 “쌀밥” 라는 대상을 먹는다로 넘겨버린다는 거에요.
⠀
쌀밥이야 라고 인식하는 순간 뇌에서 자동적으로 “아는것” 으로 여겨 느끼기를 멈추는 거죠.
⠀
그런데 여행을 가서 한번도 먹어본 적 없는 음식을 먹게되거나,미슐랭 쉐프가 요리하는 레스토랑에 가게되면 우리는 “느끼기” ,”감각하기”를 다시 마주해요.
⠀
내 혀끝에 오는 감촉 입안에서 맴도는 느낌 향 맛을 최대한 느껴보려고 노력하게되지요.
⠀
그리고는 음~ 소리를 절로 내기도 하구요.
⠀
이처럼, 우리는 익숙한 대상은 충분히 느끼고 감각 할수 있음에도 더이상 감각하지 않고 살아갈 때가 많다는걸 알아차리는거에요.
⠀
그리고 익숙하고, 개념화된 것들을 새롭게 인식해서 느껴보는거죠. 그게 바로 마인드풀 이팅의 핵심이에요.
⠀
마인드풀 하다/ 명상적이다 라는건
그런것 같아요.
어떤걸 개념화 하지않고 감각으로 온전히 느껴보고 인식하며 감사하는거요!
⠀
내일은 무언갈 먹을 때 잠깐이라도
제 이야기를 생각하며
마인드풀 하게 먹어보세요!
어렵지 않게 명상을 일상으로
가져올 수 있답니다😉
⠀
PS. 쌀알이 이렇게 달았나. 혀끝의 감촉이 이런거였나. 눈감고 먹다가 새로운 감각도 발견하지만, 약간 변태처럼 보일수 있으니 혼자있을때 시도해보세요 ㅋㅋㅋ
⠀
#마인드풀이팅#mindfuleating#비건주의#채식식단#명상하기#필라테스강사#명상필라테스#mindfulness#감사일기#명상하는방법#쉬운명상#쉬운채식#채식레시피","['마인드풀이팅', 'mindfuleating', '비건주의', '채식식단', '명상하기', '필라테스강사', '명상필라테스', 'mindfulness', '감사일기', '명상하는방법', '쉬운명상', '쉬운채식', '채식레시피', '채식주의자', '디톡스', '마인드풀니스', '명상센터', '명상수업', '트와블루', '성수동카페', '서울숲카페']"
https://www.instagram.com/p/CT15ASzBXmy/,ann_ko1124,햇싸리 조아,[]
https://www.instagram.com/p/CRNU1qeFNwL/,juhwanpyo,"오랜만에 나들이~
.
감각적인 브런치카페에서 즐거운 식사😏👏
.
#브런치 #성애자
@ha.yuuuu_","['브런치', '성애자', '성수', '브런치카페', '브런치맛집', 'brunch', 'brunchcafe', 'brunchtime', '주말', '데이트', 'date', '성수카페', '맛집', '맛집추천', '성수동카페']"
https://www.instagram.com/p/COFmUYDroY4/,yeonive__,"세번이나 갔던 휴전선 155마일 횡단 , 마지막 고딩때 만났던 @hyunkyungkim_ 현경이
그때나 지금이나 밝고 바르고 웃는 모습이 예뿌다 잘컸어💚 덕분에 하루종일 같이 웃음으로 마무리 🌈","['셀카', '셀스타그램', '트와블루', '성수동카페', '성수맛집', '민트슬렉스', '여니스트', '스트라이프니트숄', 'ootd', '성수', '블로그', '블로거', '서이추', '옷스타그램']"
https://www.instagram.com/p/CVDAWcMvV-E/,kimeunjiin,"🌷🌷
오후 2시에 즐긴 짧은 불금.. ..,
-
요즘 튤립스에서 주문이 제일 많은
핀턱셔츠 핑크에요🤍
핑크>네이비>아이보리 순서대로 나가고 있어요-!
요 원단은 흔하지 않으니까,
있을 때 겟하세요👉🏻👈🏻
#튤립스","['튤립스', '성수카페', '성수맛집', '성수', '트와블루', '성수동카페', '햇살맛집', '데일리룩', 'daily', '키큰여자쇼핑몰', '셀스타그램', '셀피', 'selca', '서울카페', '브랜디', 'dailyfashion', '오오티디', '모델', '스마트스토어', '성수동핫플레이스']"
https://www.instagram.com/p/CWaNjNSp4DQ/,cafe.flex,"#서울숲카페
#트와블루
“스무디와 빵이 맛있는곳”

📍 위치 : 서울 성동구 서울숲길 50 1층 트와블루
🕓 영업시간 : 매일 10:00 - 20:00
📋 대표메뉴 : 새오가일사과착즙주스(6.5) 밀크티(8.0) 바닐라라떼(6.5)

친구랑 테라스에서 날씨를 만끽하고싶어 지나가다가 들어왔습니다
여기는 음료랑 빵도 괜찮은데 음식들도 팔고있어서 다 괜찮은거 같더라구요..!
음료 가격은 사실 저렴한편은 아니지만 가격이 있는만큼 맛은 있어요!ㅎ
일단 카페가 유리로 되어있어 햇빛이 잘 들어와서 밝고 분위기가 예뻐서 기분전환이 확실히 되더라구요

@toit_bleu
#성스브런치카페 #성수카페 #성수동카페
#뚝섬카페 #뚝섬역카페 #서울숲역카페

-
카페플렉스 멤버 ‘하니’님의 카페 후기입니다.
https://cafe.naver.com/cafeflex/9709

-
🙋🏻‍♀️☕️❤️🙋🏻‍♂️🍰
함께 가고 싶은 사람 ‘태그’ 또는 ‘저장’
#카페스타그램 #카페투어 #카페추천
#커피스타그램 #카페 #카페투어지도","['서울숲카페', '트와블루', '성스브런치카페', '성수카페', '성수동카페', '뚝섬카페', '뚝섬역카페', '서울숲역카페', '카페스타그램', '카페투어', '카페추천', '커피스타그램', '카페', '카페투어지도', '카페', '카페그램', '카페탐방', '카페맛집', '카페놀이', '카페데이트', '디저트맛집', '예쁜카페', '감성카페', '커피숍', '커피맛집', '커피', '커피스타그램', '신상카페', '가오픈카페', '카페플렉스']"
https://www.instagram.com/p/B5DdNcTJxCo/,beergal,"typically seoul: beautiful shell, soulless.
⠀","['beergal', 'bgseoul', 'bgtravel', 'shopfrontporn']"
https://www.instagram.com/p/CM4h7FoHzPk/,iamssin_,"🥑🥦🍌🍅🥬🥗➰💖💚

-
-

#인스타그램 #instagram #instaphoto #follow #맞팔 #소통 #일상","['인스타그램', 'instagram', 'instaphoto', 'follow', '맞팔', '소통', '일상']"
