,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330
34,50,425,36,822,139,467,167,80,27,30,,17,23,70,19,3,6,67.0,34,32,200,61,4,62,315,,564,245,294,16,16,0,0,0,116,162,66,22,49,56,,94,73,8.0,4,148,46,147,,13,12,41,0,28,9.0,224,137,51,345,329,5.0,42,59,3,984,67,0,2,0,2,13,13,22,,,,
35,20,425,233,116,196,158,167,263,21,5,,98,1,6,1431,14,27,71.0,2,3,17,88,15,0,5,,292,49,49,155,114,15,109,176,136,11,9,1,93,145,,24,38,262.0,86,8,0,147,,23,7,48,808,11,41.0,5,1,6,35,500,58.0,56,79,30,51,83,11,25,11,2,18,17,15,,,,
36,7,425,32,23,344,18,167,12,73,4,,6,185,30,352,434,16,12.0,55,30,327,65,12,40,176,,0,27,165,1,123,9,1,0,85,398,43,301,30,18,,19,40,40.0,77,295,72,94,,41,92,30,682,10,19.0,27,6,133,26,186,31.0,101,23,189,0,38,2,26,144,82,504,10,5,,,,
37,5,425,463,14,18,5,79,331,101,15,,12,23,5,128,4,26,,44,313,275,5,38,84,25,,38,378,55,84,23,154,4,52,12,1,27,19,251,76,,0,461,43.0,64,1,93,174,,24,21,47,131,0,16.0,30,115,38,114,3,10.0,2,0,31,133,636,61,216,16,34,488,0,97,,,,
38,17,425,18,238,250,71,167,7,5,24,,7,69,8,23,26,71,,60,24,317,46,6,5,21,,460,73,35,40,28,86,8,30,176,256,6,1,102,18,,291,349,24.0,31,109,15,60,,87,22,31,5,14,37.0,222,35,38,45,498,,1,113,13,14,83,27,253,134,4,121,20,7,,,,
39,44,0,8,12,192,16,167,40,16,42,,5,14,6,0,44,43,,266,346,61,119,73,0,87,,16,3,294,17,51,831,110,85,27,31,51,375,73,134,,105,20,3.0,83,126,411,93,,0,282,56,324,77,197.0,0,19,212,151,447,,319,5,3,42,0,108,8,58,48,14,1,255,,,,
40,14,36,234,19,1,99,167,384,140,38,,27,35,10,6,220,572,,32,11,0,91,28,28,0,,5,15,127,3,50,59,24,18,26,0,23,1,81,43,,542,628,10.0,715,56,27,685,,57,0,50,190,23,53.0,9,14,31,15,5,,170,24,14,66,87,7,8,10,54,9,324,4,,,,
41,45,22,21,55,3,12,167,9,12,12,,66,14,35,123,168,131,,33,33,148,67,2,31,31,,0,431,356,17,66,16,127,19,22,40,151,122,67,47,,53,0,54.0,12,42,11,6,,37,3,64,190,99,6.0,104,87,30,9,11,,12,26,0,84,0,93,0,0,6,19,476,6,,,,
42,1,2,505,24,13,262,167,31,0,37,,24,22,78,7,201,41,,9,133,41,73,82,14,26,,445,0,346,270,10,41,6,46,175,79,10,82,75,81,,31,53,15.0,97,148,79,89,,261,7,68,112,47,12.0,43,2,62,25,40,,128,9,20,91,9,56,37,64,2,11,459,28,,,,
43,150,2,148,9,12,25,167,736,10,19,,7,17,97,4,102,204,,2,53,36,305,22,25,27,,89,44,356,110,11,25,32,27,10,361,434,142,21,25,,159,44,11.0,680,19,47,2,,0,4,38,90,396,,364,251,51,29,100,,233,17,1,11,2,25,13,45,202,284,159,41,,,,
44,0,64,19,23,25,805,173,126,105,31,,304,0,40,10,23,9,,107,60,22,20,22,15,10,,96,17,68,718,69,72,47,38,74,0,7,78,79,0,,162,18,,5,548,930,99,,242,4,48,0,6,,0,4,289,262,384,,48,15,30,40,11,103,15,0,20,64,7,250,,,,
45,14,20,30,11,13,12,27,24,16,11,,13,14,21,19,12,19,,12,9,13,27,17,6,18,,18,14,25,17,15,10,20,9,22,17,20,20,16,19,,20,19,,15,20,9,23,,17,15,5,30,5,,15,18,19,14,30,,25,25,7,22,16,19,15,9,11,18,15,17,,,,
